doc_id,y,x1,x2,Z_bar1,Z_bar2,Z_bar3
1,0,-1.3178487207619962,-1.1777761787513543,0.0,0.36,0.6399999999999999
2,0,-1.3178487207619962,1.6215209923567475,0.0,0.62,0.38000000000000006
3,0,-1.3178487207619962,1.415136707004809,0.0,0.51,0.49
4,0,-1.3178487207619962,-0.9684588158792833,0.0,0.6900000000000001,0.31
5,0,-1.3178487207619962,-0.2880559998357189,0.0,0.6599999999999999,0.34
6,0,-1.3178487207619962,-0.5835172640114558,0.0,0.55,0.45
7,0,-1.3178487207619962,0.6696654064711681,0.0,0.22999999999999998,0.77
8,0,-1.3178487207619962,-1.672880958136852,0.0,0.53,0.47000000000000003
9,0,-1.3178487207619962,-0.13828190047284325,0.0,0.6000000000000001,0.4
10,1,-1.3178487207619962,0.5140053958663504,0.01,0.51,0.48
11,0,-1.3178487207619962,-0.8824401844430004,0.0,0.25,0.75
12,0,-1.3178487207619962,-0.5153694893837258,0.0,0.35000000000000003,0.65
13,0,-1.3178487207619962,-0.15811656641296648,0.0,0.47,0.53
14,1,-1.3178487207619962,0.06400040272602245,0.0,0.24,0.76
15,0,-1.3178487207619962,1.0308648457684124,0.0,0.45999999999999996,0.54
16,1,-1.3178487207619962,-0.040839701074270075,0.0,0.5,0.5
17,0,-1.3178487207619962,-0.1746779812907409,0.0,0.48,0.52
18,0,-1.3178487207619962,1.3590105725299297,0.0,0.21,0.79
19,0,-1.3178487207619962,0.2402215205108264,0.0,0.37,0.63
20,1,-1.3178487207619962,-0.09084128161920642,0.0,0.61,0.39
21,1,-1.3178487207619962,-0.27722050182713825,0.0,0.52,0.48
22,0,-1.3178487207619962,-0.12787574530340134,0.0,0.69,0.31
23,0,-1.3178487207619962,-0.24810937511728853,0.0,0.39999999999999997,0.6000000000000001
24,0,-1.3178487207619962,-0.6556212100603844,0.0,0.74,0.26
25,0,-1.3178487207619962,-0.9052114278205663,0.0,0.5900000000000001,0.41000000000000003
26,0,-1.3178487207619962,0.39122223060007566,0.0,0.62,0.38
27,1,-1.3178487207619962,0.5370536423922416,0.0,0.15,0.85
28,0,-1.3178487207619962,0.43424141006903033,0.0,0.45,0.55
29,1,-1.3178487207619962,-0.038273564690919346,0.0,0.30000000000000004,0.7
30,0,-1.3178487207619962,-0.4846418111875049,0.0,0.51,0.49
31,0,-1.3178487207619962,-1.583883296520823,0.0,0.44,0.56
32,0,-1.3178487207619962,-0.8827263339956352,0.0,0.42,0.5800000000000001
33,0,-1.3178487207619962,-0.33660797169355317,0.0,0.62,0.38
34,0,-1.3178487207619962,-0.33400867034633164,0.0,0.62,0.38
35,0,-1.3178487207619962,-0.9246166811354846,0.0,0.65,0.35
36,0,-1.3178487207619962,0.10888708531729194,0.0,0.63,0.37
37,0,-1.3178487207619962,0.6576600078246123,0.0,0.47,0.53
38,0,-1.3178487207619962,0.8235332806641446,0.0,0.7699999999999999,0.23
39,0,-1.3178487207619962,-0.10604988910646518,0.0,0.77,0.22999999999999998
40,0,-1.3178487207619962,2.490445030055067,0.0,0.39999999999999997,0.6000000000000001
41,1,-1.3178487207619962,1.1263074476405368,0.0,0.63,0.37
42,1,-1.3178487207619962,-0.19319629217372464,0.0,0.56,0.43999999999999995
43,0,-1.3178487207619962,1.5404214493208341,0.0,0.59,0.41000000000000003
44,0,-1.3178487207619962,-0.4719206539509936,0.01,0.44,0.55
45,0,-1.3178487207619962,-0.8996877387168188,0.0,0.7000000000000001,0.3
46,1,-1.3178487207619962,-0.09524249498346869,0.0,0.52,0.48
47,0,-1.3178487207619962,1.4453591978413436,0.0,0.52,0.48
48,0,-1.3178487207619962,1.0524396901824564,0.0,0.73,0.27
49,0,-1.3178487207619962,1.1163666601073632,0.0,0.4,0.6
50,0,-1.3178487207619962,0.8523898242384732,0.0,0.41,0.59
51,0,-1.3178487207619962,-0.4235151772491317,0.0,0.33999999999999997,0.66
52,1,-1.3178487207619962,-1.4077253210567304,0.0,0.41000000000000003,0.59
53,1,-1.3178487207619962,-1.0319441731065317,0.0,0.29000000000000004,0.71
54,1,-1.3178487207619962,-1.0887794543465898,0.0,0.29,0.71
55,0,-1.3178487207619962,-1.360483372879341,0.0,0.54,0.46
56,1,-1.3178487207619962,0.0936666068625047,0.0,0.4099999999999999,0.5900000000000001
