Zbar1,Zbar2,Zbar3,x1,x2,y,y_pred,p_pred
0.0,0.2690000000000001,0.731,-1.3176988916585146,-1.0856648016274244,0.0,0.0,0.25343913494582077
0.00020000000000000006,0.6295999999999997,0.3702000000000003,-1.3176988916585146,-0.09245060478117371,0.0,0.0,0.3325537087540289
0.00019999999999999993,0.4000000000000001,0.5998000000000001,-1.3176988916585146,-0.5278912579728703,1.0,0.0,0.28096708432102363
0.0,0.4801999999999998,0.5198000000000002,-1.3176988916585146,1.0739337675190213,0.0,0.0,0.3006150317622623
0.00020000000000000004,0.4297999999999999,0.5700000000000002,-1.3176988916585146,-0.5312063351976519,1.0,0.0,0.28729620223430596
0.00040000000000000013,0.6293999999999997,0.3702000000000003,-1.3176988916585146,-1.931654315493373,0.0,0.0,0.32959088244519674
0.00039999999999999986,0.5291999999999999,0.4704000000000001,-1.3176988916585146,-0.7068389439340808,0.0,0.0,0.3087266453080421
0.00019999999999999993,0.7401999999999999,0.2596000000000001,-1.3176988916585146,-1.2965018689498753,1.0,0.0,0.35672673223356904
0.0,0.5200000000000002,0.47999999999999976,-1.3176988916585146,-0.11510007581781792,0.0,0.0,0.3076364543856571
0.00019999999999999993,0.46960000000000013,0.5301999999999999,-1.3176988916585146,1.2485160081254947,0.0,0.0,0.29851702278604403
0.0,0.48999999999999994,0.51,-1.3176988916585146,2.0268797921940553,1.0,0.0,0.3041976996814722
0.0,0.48979999999999996,0.5102000000000001,-1.3176988916585146,0.9426320735769644,0.0,0.0,0.30253236587216137
0.0,0.6398,0.36019999999999996,-1.3176988916585146,1.6846705811179887,0.0,0.0,0.3377653899567741
0.0,0.47000000000000014,0.5299999999999999,-1.3176988916585146,-0.2710440552902994,0.0,0.0,0.2963905177708667
0.0,0.31919999999999976,0.6808000000000003,-1.3176988916585146,-1.5947114686644956,0.0,0.0,0.26279415130186573
0.0002000000000000001,0.7206000000000001,0.2791999999999999,-1.3176988916585146,-1.8364636326833477,0.0,0.0,0.35116966364683877
0.0,0.4702000000000001,0.5297999999999998,-1.3176988916585146,0.8261819119307289,0.0,0.0,0.2980557001711801
0.0,0.47000000000000014,0.5299999999999998,-1.3176988916585146,-0.1044230860172045,1.0,0.0,0.29663641781251904
0.0,0.9106,0.0894,-1.3176988916585146,0.2571639462480175,1.0,0.0,0.40122036444995324
0.0096,0.6006000000000005,0.38979999999999965,-1.3176988916585146,0.32388021958165597,0.0,0.0,0.32488815188268566
0.0,0.5402,0.45979999999999993,-1.3176988916585146,0.6246417730840733,0.0,0.0,0.31327558785628895
0.007799999999999996,0.6018000000000002,0.3903999999999997,-1.199045846344287,1.661019826249503,1.0,0.0,0.35328971898385836
0.0,0.49979999999999997,0.5002,-1.3176988916585146,0.14998636844538496,0.0,0.0,0.3035550293114507
0.0,0.42959999999999987,0.5704000000000001,-1.3176988916585146,0.7908395614365112,0.0,0.0,0.28920452382087986
0.0,0.34900000000000003,0.651,-1.3176988916585146,0.1545261301359503,0.0,0.0,0.27131138909127395
0.0,0.6194000000000002,0.3805999999999999,-1.3176988916585146,1.2693069626618219,0.0,0.0,0.3323611957466831
0.0,0.5694000000000001,0.4305999999999998,-1.3176988916585146,-0.09269606963256916,0.0,0.0,0.3187741429496177
0.00039999999999999975,0.3496,0.6499999999999999,-1.3176988916585146,-0.03932465672729361,0.0,0.0,0.27110215941027677
0.008800000000000002,0.7712000000000001,0.2199999999999999,-1.199045846344287,1.1095385131443125,0.0,0.0,0.39358336276874256
0.00019999999999999993,0.6790000000000002,0.32079999999999986,-1.3176988916585146,0.014547779120158423,0.0,0.0,0.3442802053330154
0.0,0.45020000000000004,0.5498000000000001,-1.3176988916585146,-0.6147072579471683,1.0,0.0,0.2915913133511325
0.0002000000000000002,0.5594000000000001,0.4403999999999999,-1.3176988916585146,2.718315476776092,0.0,0.0,0.3207929622370541
0.0,0.45979999999999993,0.5402,-1.3176988916585146,-0.5272928353599519,0.0,0.0,0.2937962016364983
0.0,0.48979999999999996,0.5102000000000001,-1.3176988916585146,0.07980292654482,0.0,0.0,0.30124582108098996
0.00019999999999999996,0.3094,0.6904,-1.3176988916585146,1.1843990143557435,0.0,0.0,0.26459289720152634
0.0,0.3291999999999999,0.6708000000000001,-1.3176988916585146,-1.379398160128879,1.0,0.0,0.2651203619992031
0.0,0.5504,0.44960000000000006,-1.3176988916585146,-2.1702900597938597,0.0,0.0,0.31131792712487627
0.00020000000000000006,0.6194000000000002,0.38039999999999985,-1.3176988916585146,-0.6535838500038522,1.0,0.0,0.3293146208491031
0.008799999999999999,0.5808000000000003,0.4103999999999996,-1.199045846344287,-0.0536026894704783,0.0,0.0,0.34536611525286987
0.0003999999999999999,0.4797999999999998,0.5198000000000003,-1.3176988916585146,-0.09592496180505959,0.0,0.0,0.29872436773815825
0.00020000000000000023,0.8802,0.11960000000000012,-1.3176988916585146,-0.8641249317920698,1.0,0.0,0.39168356184405156
0.0,0.6800000000000003,0.31999999999999973,-1.3176988916585146,-2.0669074890608155,0.0,0.0,0.341233528918862
0.0094,0.07980000000000001,0.9107999999999999,-1.3176988916585146,0.801534020216731,0.0,0.0,0.21889876915734577
0.0002000000000000002,0.4887999999999999,0.5110000000000001,-1.3176988916585146,0.7381543298469387,0.0,0.0,0.3019737618586806
0.0,0.37979999999999997,0.6202000000000001,-1.3176988916585146,-0.8645358889957233,0.0,0.0,0.276277288890355
0.0,0.5398000000000001,0.46019999999999994,-1.3176988916585146,0.32277327880485873,1.0,0.0,0.3127264559263213
0.0,0.5297999999999999,0.47020000000000006,-1.3176988916585146,1.4232054650576742,0.0,0.0,0.3121540923518698
0.0,0.2892000000000002,0.7107999999999998,-1.3176988916585146,0.3980147001338796,0.0,0.0,0.25946570212544184
0.0,0.6106000000000001,0.3893999999999999,-1.3176988916585146,-0.6304514058948608,0.0,0.0,0.32735734700983343
0.00019999999999999993,0.6002000000000001,0.3996000000000001,-1.3176988916585146,-0.22170853573735863,1.0,0.0,0.32556899748625273
0.00019999999999999993,0.44900000000000007,0.5508000000000001,-1.3176988916585146,2.203517240219982,0.0,0.0,0.2954332936794967
0.0,0.7397999999999999,0.26020000000000004,-1.3176988916585146,-1.6287594030161336,1.0,0.0,0.3561276423816277
0.0,0.3291999999999999,0.6708000000000001,-1.3176988916585146,-0.5567721645007655,0.0,0.0,0.26625585209571045
0.00020000000000000006,0.7093999999999998,0.29040000000000016,-1.3176988916585146,1.332206723522112,1.0,0.0,0.35361483227488844
0.008599999999999998,0.36060000000000003,0.6307999999999999,-1.199045846344287,-0.4610419413078195,0.0,0.0,0.2947749024413173
0.0,0.38979999999999987,0.6102000000000001,-1.3176988916585146,1.6444937826658745,0.0,0.0,0.2819515409304099
0.0004000000000000004,0.4887999999999999,0.5108000000000001,-1.3176988916585146,0.869807584775981,0.0,0.0,0.3021370234415562
0.009799999999999993,0.6407999999999997,0.3494000000000001,-1.3176988916585146,1.1109234707897504,0.0,0.0,0.33537421252819277
0.00020000000000000017,0.1698000000000003,0.8299999999999997,-1.3176988916585146,-0.6306361922844416,0.0,0.0,0.23488055700247054
0.0,0.5104000000000002,0.48959999999999987,-1.3176988916585146,0.08768762320164568,1.0,0.0,0.30580830892845157
0.0,0.5694000000000001,0.4305999999999999,-1.3176988916585146,1.0801611860659692,0.0,0.0,0.3205788188403619
0.0,0.5596000000000001,0.4403999999999999,-1.3176988916585146,-0.3776356862881359,0.0,0.0,0.31611839512485335
0.0,0.4498,0.5502,-1.3176988916585146,-1.1397280487548882,0.0,0.0,0.29073840749484814
0.0,0.7204,0.27959999999999996,-1.3176988916585146,0.925819277432077,0.0,0.0,0.355623523650615
