doc_id,y,x1,x2,Z_bar1,Z_bar2,Z_bar3
1,-2.522201843809744,-1.3126710321438833,-0.35123210799756754,0.0,0.65,0.35000000000000003
2,-2.146054224315934,-1.3126710321438833,0.32619094097773094,0.0,0.45999999999999996,0.54
3,-2.199013381920677,-1.3126710321438833,-0.40476753030492085,0.0,0.59,0.41000000000000003
4,-1.8700694735579464,-1.1955517510667917,0.6915217219408333,0.01,0.5499999999999999,0.44000000000000006
5,-2.627135478198962,-1.3126710321438833,2.3650814513301244,0.0,0.49,0.51
6,-2.064313803301902,-1.3126710321438833,0.8337253345275926,0.0,0.7,0.30000000000000004
7,-1.907977313127882,-1.1955517510667917,-0.11390962855881673,0.01,0.67,0.32
8,-2.5891066539628214,-1.3126710321438833,-1.2717642480533422,0.0,0.55,0.45
9,-1.852623512806669,-1.3126710321438833,0.7888602541229308,0.0,0.47000000000000003,0.53
10,-2.154326019873638,-1.3126710321438833,0.6749407957913377,0.0,0.5000000000000001,0.5
11,-2.498733398385038,-1.3126710321438833,-0.328497900696651,0.0,0.72,0.28
12,-1.5539544798725329,-1.3126710321438833,-1.206484477498198,0.0,0.48,0.52
13,-2.038717275008697,-1.3126710321438833,-1.7646551803870616,0.0,0.49,0.51
14,-2.3755223098925176,-1.3126710321438833,-0.4400829424597381,0.0,0.59,0.41000000000000003
15,-2.095772747392629,-1.3126710321438833,1.625624906956862,0.01,0.34,0.65
16,-2.1457463852184286,-1.3126710321438833,0.12193931266598837,0.0,0.59,0.41000000000000003
17,-2.259369170166052,-1.3126710321438833,-0.08821691153478951,0.0,0.5499999999999999,0.45000000000000007
18,-1.9686207073500905,-1.1955517510667917,0.8471185325520133,0.01,0.68,0.31
19,-1.9807279829018516,-1.3126710321438833,0.7136099171795671,0.0,0.49,0.51
20,-2.6151982229451662,-1.3126710321438833,0.2108621551129225,0.0,0.55,0.44999999999999996
21,-1.8902366744649577,-1.3126710321438833,0.9033109547800662,0.0,0.44999999999999996,0.55
22,-1.654676361002664,-1.1955517510667917,-1.6638051360140287,0.01,0.39999999999999997,0.5900000000000001
23,-1.786583191859786,-1.1955517510667917,-2.266470256334432,0.01,0.51,0.48000000000000004
24,-2.3287345893344367,-1.3126710321438833,1.349035406751558,0.0,0.7,0.3
25,-2.41962078587054,-1.3126710321438833,0.5938746051862618,0.0,0.6499999999999999,0.35000000000000003
26,-2.705919380431153,-1.3126710321438833,-0.19353279702430154,0.0,0.8200000000000001,0.18
27,-2.2688603317385305,-1.3126710321438833,-0.7025549418750506,0.0,0.45000000000000007,0.55
28,-2.3719802713156133,-1.3126710321438833,1.1677095733271776,0.0,0.78,0.22000000000000003
29,-1.9110366764686892,-1.1955517510667917,-0.9213641392491625,0.01,0.41,0.5800000000000001
30,-2.0505801484347996,-1.3126710321438833,0.24297051284435406,0.01,0.69,0.3
31,-2.6350547670728988,-1.3126710321438833,0.5822453235921331,0.01,0.8200000000000001,0.17
32,-1.9546157080977196,-1.3126710321438833,-0.14904539832514868,0.0,0.37,0.63
33,-2.334751831416524,-1.3126710321438833,-0.93377423074601,0.01,0.56,0.43
34,-2.2968146603434327,-1.3126710321438833,-0.14490042168863232,0.0,0.82,0.18000000000000002
35,-1.9507796643565494,-1.3126710321438833,-1.111615898858937,0.0,0.32,0.6799999999999999
36,-2.3368488755788124,-1.3126710321438833,3.064791924597215,0.02,0.58,0.4
37,-2.0636866698894902,-1.3126710321438833,0.7502961756877023,0.0,0.74,0.26
38,-2.3855054225306356,-1.3126710321438833,2.2386879453881563,0.0,0.6,0.4
39,-1.554196565042727,-1.3126710321438833,-0.18791908575699268,0.0,0.5499999999999999,0.45000000000000007
40,-1.6053717835159143,-1.1955517510667917,-1.9290716787294224,0.01,0.43000000000000005,0.56
41,-2.166974948831109,-1.3126710321438833,0.871943395600352,0.0,0.6000000000000001,0.4
42,-1.7363286744819428,-1.3126710321438833,0.8620502938129904,0.0,0.31000000000000005,0.6900000000000001
43,-2.061592993428226,-1.3126710321438833,0.18992147650804794,0.0,0.27,0.73
44,-2.5085971022659117,-1.3126710321438833,-0.2036264755108468,0.0,0.7,0.30000000000000004
45,-1.4781814540110878,-1.3126710321438833,1.0503200518619145,0.0,0.31,0.6900000000000001
46,-2.432089718695022,-1.3126710321438833,0.5967436816429189,0.01,0.46,0.53
47,-2.5539189120920947,-1.3126710321438833,-0.5398269185568708,0.0,0.52,0.48000000000000004
48,-2.3423457266501697,-1.3126710321438833,0.1889883656167391,0.0,0.44000000000000006,0.5599999999999999
49,-1.6484229975706046,-1.1955517510667917,0.5873264813823138,0.01,0.38999999999999996,0.6000000000000001
50,-1.729966284058906,-1.1955517510667917,-1.3938005205201462,0.01,0.33,0.66
51,-1.9543137251231337,-1.1955517510667917,0.5911631187513506,0.01,0.55,0.44
52,-2.3121370813886792,-1.3126710321438833,-0.8583851071791828,0.01,0.63,0.36
53,-2.444434064094014,-1.3126710321438833,0.42825974359747676,0.01,0.73,0.26
54,-2.306084799959085,-1.3126710321438833,0.2124680084211156,0.0,0.4,0.6000000000000001
55,-2.3155239008803927,-1.3126710321438833,0.02761558113244595,0.0,0.47000000000000003,0.53
56,-2.0001293463905747,-1.1955517510667917,-0.4461901270609792,0.01,0.55,0.44000000000000006
57,-1.7633431036232832,-1.3126710321438833,-0.6909528523439795,0.0,0.44,0.56
58,-1.7847380114801437,-1.1955517510667917,-0.6554820900607204,0.01,0.43999999999999995,0.55
59,-2.3120324156474363,-1.3126710321438833,0.25284297319232885,0.0,0.62,0.38
60,-2.0473431482354982,-1.3126710321438833,-0.37675635900386295,0.01,0.25,0.74
61,-1.2573733640622027,-1.3126710321438833,-0.9966358543059994,0.0,0.25,0.75
62,-1.8871168139090728,-1.1955517510667917,0.062328357080228707,0.01,0.37,0.62
63,-1.8977820833040129,-1.3126710321438833,-1.5527803402964808,0.0,0.43,0.5700000000000001
64,-2.0621246115582297,-1.1955517510667917,1.8540501479805056,0.01,0.49,0.5
65,-1.9682930102304068,-1.3126710321438833,-0.3355850064813168,0.0,0.46,0.54
66,-1.9993087101295381,-1.3126710321438833,0.023813719209377367,0.01,0.41000000000000003,0.58
67,-1.888812205539529,-1.3126710321438833,0.04862211867314349,0.01,0.31,0.68
68,-1.8687067807438926,-1.3126710321438833,0.43702420831334343,0.0,0.30000000000000004,0.7000000000000001
69,-2.005598938778197,-1.3126710321438833,1.807848009222482,0.0,0.2,0.8
70,-2.2372030617957375,-1.3126710321438833,-1.7838950741075787,0.02,0.6699999999999999,0.31
71,-2.0993854910707395,-1.3126710321438833,-0.6147334853476546,0.0,0.72,0.28
72,-1.9792157394237233,-1.3126710321438833,-0.13101012993186362,0.01,0.42,0.5700000000000001
73,-2.393780415010732,-1.3126710321438833,-0.5634630071687042,0.02,0.9299999999999999,0.05
74,-2.1886911768113544,-1.3126710321438833,-1.1966864432716189,0.0,0.4,0.6
75,-2.1186070931788543,-1.3126710321438833,1.014710780500656,0.0,0.55,0.45000000000000007
76,-1.9300950794671783,-1.3126710321438833,-0.9476112038522536,0.0,0.30000000000000004,0.7000000000000001
77,-1.7828414102928312,-1.3126710321438833,-0.27372060679762555,0.0,0.26,0.74
78,-1.624258326901483,-1.1955517510667917,-1.4804646520475457,0.01,0.4,0.59
79,-2.1047740770178147,-1.3126710321438833,2.46531953491391,0.0,0.56,0.43999999999999995
80,-2.130153851431143,-1.3126710321438833,0.7254135493986396,0.0,0.45,0.55
81,-1.6924562674492196,-1.3126710321438833,-0.3741545888785835,0.0,0.49000000000000005,0.51
