y,x1,x2,Z_bar1,Z_bar2,Z_bar3
-0.23315622249027576,-0.11743908212369875,0.13626514164935388,0.22499999999999998,0.30000000000000004,0.475
-2.8191874715952845,-1.4725054143202239,-0.37403848962665115,0.275,0.25,0.475
-0.20416229795841717,-0.11743908212369875,-0.663202202775831,0.25,0.525,0.22499999999999998
-0.6356218255929871,-0.11743908212369875,-0.27897930683656663,0.4,0.325,0.27499999999999997
2.4616391765280823,1.2376272500728263,-0.014357560532031752,0.45000000000000007,0.30000000000000004,0.25
-0.9946476156046036,-0.5691278595225404,2.7942227985777506,0.19999999999999998,0.525,0.27499999999999997
0.8820529835499777,0.7859384726739846,-1.9735234582840315,0.575,0.275,0.15
-0.7314475279099885,-0.5691278595225404,-0.7628975658502225,0.25,0.175,0.5750000000000001
-0.5670270535238967,-0.11743908212369875,0.38078370308298326,0.45,0.375,0.17500000000000002
0.1824073184802949,0.334249695275143,-0.18125192874364324,0.35000000000000003,0.275,0.375
-1.1831875039585245,-1.020816636921382,1.2777072017484492,0.175,0.4,0.42500000000000004
0.7329012658393329,0.334249695275143,-0.8362623099941902,0.3,0.35,0.35
1.1468512347192856,0.334249695275143,2.000400440681329,0.3,0.25,0.44999999999999996
3.2889290567642298,1.689316027471668,0.37074352542459027,0.55,0.15000000000000002,0.30000000000000004
-0.6558574101536272,-0.5691278595225404,-0.09326814986012552,0.2,0.25,0.5499999999999999
-0.3937421455185541,-0.11743908212369875,-0.7801897107495666,0.27499999999999997,0.275,0.45
3.9053418640898405,2.14100480487051,-1.2432773271528166,0.44999999999999996,0.375,0.175
-0.7846107165096065,-0.5691278595225404,-0.8105314833307046,0.42500000000000004,0.2,0.375
-2.748714889832183,-1.4725054143202239,0.3009592872081862,0.325,0.175,0.5
-1.4599044370018357,-1.020816636921382,-1.9027548405898873,0.175,0.30000000000000004,0.525
-1.4251731469665863,-0.5691278595225404,0.6788053579310005,0.42500000000000004,0.39999999999999997,0.175
-1.1313029838040292,-0.5691278595225404,-0.5977552868200362,0.30000000000000004,0.375,0.325
-2.135584679515952,-1.020816636921382,-0.9688599103903909,0.1,0.6,0.3
-1.4314347064303186,-0.5691278595225404,1.0918145600992928,0.325,0.42500000000000004,0.25
1.0590862036814999,0.7859384726739846,-0.3339649544810077,0.45,0.3,0.25
-1.2566040987743226,-0.5691278595225404,-2.1254254271795303,0.55,0.175,0.275
-2.1194068044830834,-1.020816636921382,-1.289498626910646,0.225,0.55,0.22499999999999998
-1.384487123484727,-0.5691278595225404,-0.30224428704159745,0.30000000000000004,0.39999999999999997,0.3
2.5031331841572904,1.2376272500728263,-0.8448852305897069,0.375,0.35,0.275
3.065060967450007,1.689316027471668,0.11453954552126795,0.475,0.25,0.275
1.6075686652674002,0.7859384726739846,0.7310220483055593,0.42500000000000004,0.125,0.45000000000000007
0.669379236891415,0.334249695275143,0.7539367824860203,0.4,0.2,0.4
-0.42179121509550194,-0.11743908212369875,0.5131174187222448,0.325,0.5,0.175
-2.9886635626059257,-1.4725054143202239,0.39643257210990934,0.15000000000000002,0.55,0.3
-2.349483195994555,-1.020816636921382,-0.18215914488207122,0.125,0.6,0.275
1.0956545760004488,0.334249695275143,-0.5610706209780161,0.25,0.44999999999999996,0.3
-0.9331441195057062,-0.5691278595225404,1.6730299308299084,0.35000000000000003,0.225,0.425
1.085056700957687,0.334249695275143,0.9389583605660494,0.39999999999999997,0.17500000000000002,0.425
0.7236876125728999,0.334249695275143,1.0630205869377094,0.25,0.225,0.525
-1.0537210170470317,-0.5691278595225404,-0.33976793775781283,0.15000000000000002,0.47500000000000003,0.375
3.818736948442956,2.14100480487051,0.1255056561923308,0.6,0.275,0.125
2.471991355656058,1.689316027471668,-0.21024250473934072,0.6,0.32499999999999996,0.075
-1.9896968379996112,-1.020816636921382,0.22650279829473954,0.15,0.35,0.5
0.13755315539324,0.334249695275143,-1.7272002653042884,0.65,0.1,0.24999999999999997
-1.8696792960809958,-1.020816636921382,0.06522851363498866,0.325,0.2,0.475
-2.554668564623001,-1.4725054143202239,-0.39661756433521084,0.15,0.7,0.15
1.2869886254925542,0.7859384726739846,-1.1850777950103886,0.525,0.3,0.175
-0.1658744645397958,-0.11743908212369875,0.11169472385739518,0.275,0.17500000000000002,0.5499999999999999
-1.4514961522250487,-0.5691278595225404,1.77839043739299,0.30000000000000004,0.25,0.45
0.805951204106986,0.334249695275143,-0.8392366581382057,0.4,0.125,0.475
-0.18046277994583418,-0.11743908212369875,1.1237094728103378,0.35,0.39999999999999997,0.25
-1.6390241702454387,-1.020816636921382,1.0225150993209873,0.3,0.35000000000000003,0.35
-1.8575304689272385,-1.020816636921382,-0.12467670957438562,0.125,0.325,0.55
-2.7004620852292804,-1.4725054143202239,-1.3800264182255029,0.15000000000000002,0.325,0.525
-1.9382726454490946,-1.020816636921382,0.5543033353564986,0.275,0.575,0.15
-1.9136692304556706,-1.4725054143202239,-1.330587274581943,0.07500000000000001,0.15,0.7749999999999999
-1.339509312011124,-1.020816636921382,-1.2919330911236186,0.07500000000000001,0.4,0.525
0.4507086308475491,0.334249695275143,-1.2567724582389819,0.42500000000000004,0.15000000000000002,0.425
1.500254572416307,0.7859384726739846,0.928492111078817,0.375,0.30000000000000004,0.325
1.7875936498310059,0.7859384726739846,0.47030308562688156,0.35,0.25,0.4
1.778281865987709,0.7859384726739846,1.2193966428602618,0.45,0.3,0.25
-0.7072373467861861,-0.5691278595225404,0.4710564792108025,0.275,0.4,0.325
0.7861919786421812,0.334249695275143,0.4909458007622061,0.35000000000000003,0.3,0.35
-1.1399848615810346,-0.5691278595225404,-2.1448851021634074,0.25,0.35,0.4
1.5272233248925398,0.7859384726739846,1.579301545276131,0.575,0.175,0.25
5.541457043250995,3.044382359668193,0.33434864675639103,0.575,0.1,0.32499999999999996
2.3515110928146923,1.2376272500728263,0.17824898895703747,0.6,0.1,0.30000000000000004
0.7304842425784726,0.334249695275143,-1.5764519327028341,0.375,0.425,0.19999999999999998
2.4518510278911103,1.2376272500728263,0.013428625347189508,0.30000000000000004,0.3,0.4
0.23682292247311276,-0.11743908212369875,-0.3389245211099683,0.375,0.17500000000000002,0.45
-0.039010172411360886,-0.11743908212369875,-0.5535055974288055,0.2,0.5,0.3
0.6271350170093605,0.334249695275143,0.2925850379360757,0.35,0.325,0.325
2.548749995244591,1.2376272500728263,1.5084436514464477,0.375,0.425,0.2
2.8632564597305015,1.689316027471668,-0.4317267550922932,0.47500000000000003,0.275,0.25000000000000006
-1.9617694721647718,-1.020816636921382,0.7602402239919028,0.25,0.4,0.35
-0.30560408031624237,-0.11743908212369875,-0.528286076126108,0.15000000000000002,0.625,0.225
-0.02802909823841715,-0.11743908212369875,-1.4513650711272468,0.37500000000000006,0.25,0.375
-2.5509578007850804,-1.4725054143202239,0.8352686530008026,0.05,0.45,0.5
0.6009407081322726,0.334249695275143,0.9255436444576375,0.375,0.275,0.35
0.6537224023646094,0.334249695275143,-0.7061820560380611,0.45,0.175,0.375
-1.1425287723347244,-0.5691278595225404,-0.9093946696985127,0.35,0.175,0.4749999999999999
2.367248089868157,1.2376272500728263,-0.07667954744213522,0.47500000000000003,0.15000000000000002,0.375
1.038261381495407,0.7859384726739846,-0.8204389578285695,0.4,0.475,0.125
3.265238485364528,1.689316027471668,0.3363379029134477,0.42500000000000004,0.30000000000000004,0.275
-1.6709291913280524,-1.020816636921382,-0.5775047421068131,0.17500000000000002,0.425,0.4
-2.2053197959081787,-1.020816636921382,-0.2909103977006208,0.19999999999999998,0.5249999999999999,0.275
-0.06960661002942337,-0.11743908212369875,0.1620641650838667,0.25,0.225,0.525
0.15541382103747609,-0.11743908212369875,-0.12803033769818103,0.375,0.15,0.475
-0.9353366452809236,-0.5691278595225404,-0.9035199073110817,0.325,0.175,0.5
-1.7521836971694944,-1.020816636921382,-1.5894517138690227,0.275,0.425,0.3
3.822355127316402,2.14100480487051,0.5849345673667735,0.49999999999999994,0.25,0.24999999999999997
-0.9978693484498528,-0.5691278595225404,0.26272061668204766,0.125,0.475,0.4
2.9782999907811063,1.689316027471668,0.8547721482935048,0.4,0.42500000000000004,0.175
-2.1262701525812044,-1.020816636921382,-0.23257371795641946,0.275,0.375,0.35000000000000003
1.3845353986568427,0.7859384726739846,0.48227312619325613,0.24999999999999997,0.325,0.42500000000000004
1.4924830084195413,0.7859384726739846,-0.15779757325474553,0.375,0.525,0.1
-1.590379804690911,-0.5691278595225404,0.5142812837597165,0.32500000000000007,0.6,0.07500000000000001
-2.8994975277795296,-1.4725054143202239,0.6094637368358005,0.1,0.44999999999999996,0.45
0.7018076398261315,0.334249695275143,-1.6625917100984808,0.35000000000000003,0.32499999999999996,0.325
-2.0308196564589354,-1.020816636921382,0.28020234894350254,0.2,0.55,0.25
